shipment_id_1,drop_off_point,destination_country,freight_cost,gross_weight,shipment_charges,shipment_mode,shipping_company,shipping_time
280738,1,0,92.81,100,1.05,1,2,5.33762
280739,1,0,93.61,555,1.05,1,2,5.10856
281716,1,0,91.88,150,0.75,1,3,5.26771
281735,1,0,88.47,125,0.75,1,3,5.12674
281738,1,0,92.9,1000,0.9,0,1,24.97488
281739,1,0,92.55,73.5,0.75,1,3,5.18704
282717,1,0,88.97,267,0.75,1,3,5.18738
282730,1,0,85.97,180,0.75,1,3,5.36181
282735,1,0,88.25,288.3,0.9,0,1,13.28102
282736,1,0,91.25,2008,0.9,0,1,33.48495
282737,1,0,92.99138,1600,0.75,1,3,5.21701
282738,1,0,93.73,2008,0.75,1,3,5.12569
282739,1,0,92.7,103.5,0.75,1,3,5.10127
283728,1,0,84.67,755,0.75,1,3,5.2338
283735,1,0,87.81,400,0.9,0,1,7.99653
283736,1,0,91.74,1206,0.75,1,3,5.10833
283739,1,0,92.55,225,0.9,0,1,15.62025
284704,1,0,94.45,555,0.9,0,1,12.38866
284712,1,0,89.41,115,0.9,0,1,25.13218
284718,1,0,87.96,305,0.75,1,3,5.04792
284733,1,0,86.78,1350,1.05,1,2,5.09861
284734,1,0,88.04778,500,0.75,1,3,5.26725
284736,1,0,91.25,1206,0.9,0,1,13.60231
284738,1,0,93.15,105,0.75,1,3,5.27546
284739,1,0,92.89,218,0.75,1,3,5.375
285705,1,0,92.86,540,0.9,0,1,9.63113
285724,1,0,85.65,305,0.9,0,1,30.25926
285738,1,0,93.25,220,0.9,0,1,11.27211
285739,1,0,92.63,455,0.75,1,3,5.411
286733,1,0,86.67,850,0.75,1,3,5.35544
286736,1,0,90.9,2000,0.9,0,1,34.10394
286737,1,0,92.59,109,0.75,1,3,5.3088
286738,1,0,93.26,205,0.75,1,3,5.41273
286739,1,0,92.55,455,1.05,1,2,5.05799
287735,1,0,87.81,230,0.75,1,3,5.33241
287736,1,0,91.32071,505,1.05,1,2,5.1419
287737,1,0,93.65,280,0.9,0,1,9.46539
287738,1,0,93.68,255,0.75,1,3,5.18588
287739,1,0,92.9,111.5,1.05,1,2,5.35637
288716,1,0,91.4,1106,0.9,0,1,21.27245
288732,1,0,87.41,74,0.75,1,3,5.11157
288737,1,0,92.66,300,0.9,0,1,29.5978
288739,1,0,92.9,867,1.05,1,2,5.06412
289723,1,0,86.35,350,0.75,1,3,5.42049
289726,1,0,85.65,365,0.9,0,1,19.89479
289738,1,0,92.99,215.5,0.75,1,3,5.1875
289739,1,0,92.9,111.15,1.05,1,2,5.15278
290722,1,0,88.62,916,0.75,1,3,5.26157
290735,1,0,88.39633,806,0.75,1,3,5.32083
290738,1,0,92.9,1000,0.9,0,1,13.91134
291724,1,0,85.71,1000,1.05,1,2,5.05602
291737,1,0,93.29,1188,1.05,1,2,5.26204
291738,1,0,92.9,1000,0.9,0,1,13.94815
291739,1,0,92.9,176.5,1.05,1,2,5.22951
292723,1,0,86.32,46.41,0.75,1,3,5.04664
292736,1,0,91.5976,615,1.05,1,2,5.14306
292737,1,0,93.25,1808,0.75,1,3,5.14942
292738,1,0,93.3944,233,0.9,0,1,8.54803
292739,1,0,92.95,340,0.75,1,3,5.0294
293713,1,0,90.32581,155,1.05,1,2,5.11238
293732,1,0,86.6125,175,0.9,0,1,9.10312
293733,1,0,86.6704,1206,0.9,0,1,30.84468
293737,1,0,93.35,505,0.75,1,3,5.05451
293738,1,0,93.39,505,0.75,1,3,5.3059
293739,1,0,92.9,113.5,1.05,1,2,5.01343
294719,1,0,87.72,1006,1.05,1,2,5.31817
294736,1,0,91.66,615,0.75,1,3,5.01262
294739,1,0,92.9,113.5,1.05,1,2,5.20104
295719,1,0,87.42,63,0.75,1,3,5.40417
295737,1,0,93.43,166,1.05,1,2,5.03438
295738,1,0,92.56,200,0.9,0,1,9.71146
295739,1,0,92.91,220.19,0.75,1,3,5.06759
296709,1,0,89.84,2000,1.05,1,2,5.1647
296713,1,0,90.53,205,0.75,1,3,5.13252
296719,1,0,87.43,180,0.75,1,3,5.03762
296725,1,0,85.83,1006,0.75,1,3,5.21227
296733,1,0,86.6704,505,0.9,0,1,30.98472
296738,1,0,92.56,163,0.9,0,1,19.74063
296739,1,0,92.3,275.5,1.05,1,2,5.38958
297709,1,0,89.75,400,0.75,1,3,5.39826
297722,1,0,88,300,0.75,1,3,5.10405
297736,1,0,91.8,616,1.05,1,2,5.10637
298704,1,0,94.84,2008,1.05,1,2,5.19502
298709,1,0,89.65,175,0.9,0,1,14.82477
298713,1,0,90.25,856,1.05,1,2,5.31678
298719,1,0,87.4361,1155.4,0.9,0,1,34.92894
298727,1,0,83.7,664,0.9,0,1,13.55243
298733,1,0,86.82,1006,0.75,1,3,5.19757
298737,1,0,93.93,1000,0.75,1,3,5.27211
298738,1,0,93.27,330,0.75,1,3,5.19306
298739,1,0,92.63,58.5,0.75,1,3,5.30301
299704,1,0,94.45,1065,0.9,0,1,13.11053
299706,1,0,90.87,390.7,0.75,1,3,5.41933
299707,1,0,91.45,772,0.9,0,1,20.69664
299709,1,0,89.59,175,0.75,1,3,5.31123
299719,1,0,86.7855,2008,0.9,0,1,27.73773
299739,1,0,92.97,800,0.75,1,3,5.0463
300704,1,0,94.45,505,0.9,0,1,23.27234
300706,1,0,90.75,1031,0.9,0,1,9.16852
300709,1,0,89.69,405,0.75,1,3,5.38588
300719,1,0,87.2,695,0.9,0,1,28.55231
300733,1,0,86.65,806,0.9,0,1,11.00347
300736,1,0,91.8,495,1.05,1,2,5.32188
300738,1,0,93.9,816,1.05,1,2,5.15544
300739,1,0,91.99,278.5,1.05,1,2,5.17419
301704,1,0,94.45,302,0.9,0,1,23.7331
301713,1,0,90.57,2208,1.05,1,2,5.20787
301720,1,0,87.9,500,0.9,0,1,30.08588
301733,1,0,86.68,505,0.75,1,3,5.24757
301738,1,0,93.23,230,0.75,1,3,5.34641
301739,1,0,91.9307,278.5,1.05,1,2,5.15521
302704,1,0,94.7,200,0.75,1,3,5.13403
302727,1,0,83.7,1000,0.9,0,1,27.52292
302737,1,0,93.99,135,0.75,1,3,5.35081
302739,1,0,91.9307,278.5,1.05,1,2,5.12743
303709,1,0,89.96,110,0.75,1,3,5.11262
303733,1,0,86.84,505,1.05,1,2,5.1875
303738,1,0,93.84,505,0.75,1,3,5.15139
303739,1,0,91.95,1095,0.75,1,3,5.0794
304714,1,0,89.9,1106,1.05,1,2,5.11493
304737,1,0,93.42,75,0.75,1,3,5.19051
304738,1,0,93.98,545,0.9,0,1,11.62882
304739,1,0,92.02,203.5,0.75,1,3,5.26412
305736,1,0,91,204,0.75,1,3,5.364
305738,1,0,92.56,100,0.9,0,1,22.38588
305739,1,0,92.25543,203.5,0.75,1,3,5.26609
306704,1,0,94.73,1506,0.75,1,3,5.14236
306728,1,0,84.3,725,0.75,1,3,5.0647
306739,1,0,91.6,500,1.05,1,2,5.1875
307704,1,0,94.3834,250,0.9,0,1,27.8794
308704,1,0,94.64,270,0.75,1,3,5.11273
308716,1,0,90.85,200,0.9,0,1,31.83519
308718,1,0,87.7753,235,0.9,0,1,19.96875
308729,1,0,85.96,1296.5,0.75,1,3,5.06759
308739,1,0,92.96,253.5,0.75,1,3,5.18403
309704,1,0,93.9934,500,0.9,0,1,8.50382
309711,1,0,90.6,455,0.75,1,3,5.24977
309725,1,0,85.95,500,0.75,1,3,5.17986
309729,1,0,85.25,181,0.9,0,1,34.9066
309737,1,0,93.97389,225,0.75,1,3,5.28032
309738,1,0,91.81,140,1.05,1,2,5.17384
309739,1,0,92.47,303.5,1.05,1,2,5.40822
310729,1,0,84.81,177,0.9,0,1,15.51204
310737,1,0,92.96,625,0.9,0,1,14.34468
310739,1,0,91.5,109.4,1.05,1,2,5.19769
311713,1,0,90.7,175,0.9,0,1,29.34306
311715,1,0,90.37,120,0.75,1,3,5.10463
311726,1,0,85.65,1506,1.05,1,2,5.20394
311729,1,0,85.34,300,0.75,1,3,5.22095
311737,1,0,93.97,605,0.9,0,1,24.68715
312704,1,0,94.77,235,0.75,1,3,5.02535
312737,1,0,93.35,1006,0.9,0,1,14.96875
312739,1,0,92.90531,335,1.05,1,2,5.28056
313718,1,0,87.84,1146,1.05,1,2,5.00278
313737,1,0,93.54,1006,0.75,1,3,5.17454
313739,1,0,92.71,275.5,0.75,1,3,5.12951
314718,1,0,87.7753,1146,0.9,0,1,10.12488
314732,1,0,87.6,806,1.05,1,2,5.1015
314736,1,0,91.31,755,0.75,1,3,5.31181
314737,1,0,93.2714,50,0.9,0,1,7.46076
315721,1,0,87.29294,580,0.75,1,3,5.38854
315739,1,0,92.42,1005,1.05,1,2,5.28252
316705,1,0,93.53,505,0.75,1,3,5.06238
316736,1,0,91.95,750,1.05,1,2,5.03484
316737,1,0,93.3893,405,0.9,0,1,28.475
316739,1,0,92.26,275.5,1.05,1,2,5.19676
317717,1,0,88.1958,205,1.05,1,2,5.14248
317736,1,0,91.63,210,0.75,1,3,5.31539
317737,1,0,93.76,265,1.05,1,2,5.15984
317739,1,0,92.78,412.12,0.75,1,3,5.11447
318706,1,0,90.75,1006,0.9,0,1,29.97639
318717,1,0,88.27,125,0.75,1,3,5.02002
318732,1,0,86.78,150,0.75,1,3,5.28796
318736,1,0,91.74,205,0.75,1,3,5.33368
318737,1,0,93.45,755,0.9,0,1,8.87546
318738,1,0,92.65,248.5,1.05,1,2,5.21215
318739,1,0,91.5616,50,0.75,1,3,5.36481
319704,1,0,94.95,836,1.05,1,2,5.37245
319706,1,0,90.75,778,0.9,0,1,30.00312
319736,1,0,91.51,125,1.05,1,2,5.2463
319738,1,0,92.65,250,1.05,1,2,5.03368
319739,1,0,92.39,1005,0.75,1,3,5.26169
320704,1,0,94.08586,555,0.75,1,3,5.24306
320726,1,0,85.92,1506,0.75,1,3,5.32002
320736,1,0,91.83,280,0.75,1,3,5.13866
320739,1,0,92.77,223.5,0.75,1,3,5.29861
321712,1,0,89.8,205,0.9,0,1,9.71829
321722,1,0,87.2484,10,0.9,0,1,31.04583
321728,1,0,84.39,155,0.75,1,3,5.33935
321737,1,0,93.45,380,0.9,0,1,9.31308
321739,1,0,92.81,303.5,1.05,1,2,5.28044
322703,1,0,91.86,217.75,0.9,0,1,21.39572
322716,1,0,90.85,235,0.9,0,1,12.13669
322728,1,0,84.73,155,1.05,1,2,5.15718
322734,1,0,88.18,2008,0.75,1,3,5.314
322737,1,0,93.83,541,0.75,1,3,5.38137
322738,1,0,93.46,79.5,0.9,0,1,11.26551
322739,1,0,92.7379,303.5,1.05,1,2,5.21968
323717,1,0,88.66,1456,0.75,1,3,5.20197
323724,1,0,85.65,1006,0.9,0,1,20.86447
323737,1,0,93.45,1006,1.05,1,2,5.10451
324703,1,0,91.86,217.73,0.9,0,1,21.41343
324710,1,0,89.75,565,0.9,0,1,10.825
324718,1,0,87.85,906,0.75,1,3,5.17639
324721,1,0,87.53,360,0.9,0,1,32.99468
324729,1,0,84.657,295.31,0.9,0,1,8.90255
324739,1,0,92.93,329,1.05,1,2,5.11227
325714,1,0,89.4,600,0.75,1,3,5.16285
325716,1,0,90.88,122,1.05,1,2,5.22118
325721,1,0,87.8,2069,0.75,1,3,5.15498
325737,1,0,93.91,540.3,0.75,1,3,5.12731
325739,1,0,92.85,153.5,1.05,1,2,5.39734
326702,1,0,91.89,1211,0.75,1,3,5.30706
326721,1,0,87.67,1506,0.75,1,3,5.40972
326738,1,0,93.47,1082,0.75,1,3,5.14896
326739,1,0,92.85,153.5,1.05,1,2,5.04051
327702,1,0,91.88,225,1.05,1,2,5.31354
327707,1,0,91.96,115,1.05,1,2,5.42037
327716,1,0,90.49,166,0.75,1,3,5.31007
327718,1,0,87.75,119,1.05,1,2,5.17986
327736,1,0,91.84,105,0.9,0,1,19.661
327737,1,0,93.59,655,0.9,0,1,9.78194
327739,1,0,92.96,223.5,1.05,1,2,5.03056
328702,1,0,90.86,110.1,0.9,0,1,12.98472
328708,1,0,90.30781,1500,1.05,1,2,5.22072
328716,1,0,90.94,1250,1.05,1,2,5.0169
328721,1,0,87.3,1006,0.9,0,1,5.04907
328723,1,0,86.88,305,0.75,1,3,5.38356
328726,1,0,85.65,1506,0.9,0,1,20.97303
328727,1,0,83.25,1356,1.05,1,2,5.05752
328739,1,0,92.85,800,1.05,1,2,5.08183
329702,1,0,91.91,225,0.75,1,3,5.28252
329709,1,0,89.7,605,0.9,0,1,29.14294
329716,1,0,90.85,2008,0.9,0,1,17.02014
329721,1,0,87.77,605,0.75,1,3,5.33738
329725,1,0,85.7,655,0.9,0,1,29.19965
329727,1,0,83.94,1331,0.75,1,3,5.01701
329736,1,0,91.35,170,0.9,0,1,10.46817
329739,1,0,92.85,600,1.05,1,2,5.1978
330702,1,0,90.86,100,0.9,0,1,23.07905
330721,1,0,86.87,120,0.9,0,1,18.33021
330729,1,0,85.28,105,0.75,1,3,5.30208
330739,1,0,92.9,600,1.05,1,2,5.14734
331704,1,0,93.66,440,0.9,0,1,19.17743
331707,1,0,91.45,270,0.9,0,1,13.06227
331732,1,0,86.71,50,0.9,0,1,29.6463
331736,1,0,91.35,170,0.9,0,1,20.70822
332707,1,0,91.81,1006,0.75,1,3,5.33056
332737,1,0,93.34,55,0.75,1,3,5.07662
332738,1,0,93.19,100,0.75,1,3,5.31875
333725,1,0,85.77,1506,1.05,1,2,5.31551
333736,1,0,91.96,1006,0.75,1,3,5.10764
333737,1,0,93.45,216,1.05,1,2,5.02199
333738,1,0,93.31,650,0.75,1,3,5.26748
334736,1,0,91.35,300,0.9,0,1,31.48981
334737,1,0,93.63,25,0.75,1,3,5.06736
335738,1,0,93.94,107.23,0.75,1,3,5.09803
335739,1,0,92.8483,1085,1.05,1,2,5.07558
336737,1,0,93.52,2000,0.75,1,3,5.16563
336738,1,0,93.26,107.23,0.75,1,3,5.29884
336739,1,0,92.8483,1085,1.05,1,2,5.31076
337732,1,0,86.71,116,1.05,1,2,5.09479
337736,1,0,91.87,500,1.05,1,2,5.22894
337738,1,0,93.48,325,0.75,1,3,5.18993
337739,1,0,92.8483,555,1.05,1,2,5.29884
338725,1,0,85.7,1506,0.75,1,3,5.25891
338736,1,0,91.57,225,0.75,1,3,5.22928
338738,1,0,93.97,270.5,0.75,1,3,5.04884
338739,1,0,92.75,325.74,1.05,1,2,5.26759
339709,1,0,89.7,120,1.05,1,2,5.1044
339722,1,0,87.65,1489.2,0.9,0,1,31.46759
339737,1,0,93.6131,155,0.9,0,1,8.43461
340736,1,0,91.78,225,1.05,1,2,5.23981
340737,1,0,93.52,540.8,0.75,1,3,5.20417
340739,1,0,92.26,330,0.75,1,3,5.18843
341706,1,0,90.87,226,1.05,1,2,5.40926
341708,1,0,90.8,666,0.75,1,3,5.32245
341718,1,0,87.97,119,0.75,1,3,5.00984
342709,1,0,89.7,120,0.9,0,1,19.39363
342732,1,0,87.54,235,0.75,1,3,5.2265
342738,1,0,93.45,1000,0.75,1,3,5.25961
343725,1,0,85.7,300,0.9,0,1,9.47269
343726,1,0,85.99,580,1.05,1,2,5.11227
343735,1,0,87.81,400,0.9,0,1,23.91458
343736,1,0,91.46,366,0.9,0,1,8.93437
343737,1,0,93.75,1346,0.75,1,3,5.36678
343739,1,0,92.8,278.5,1.05,1,2,5.33507
344709,1,0,89.7,340,0.9,0,1,9.41667
344738,1,0,93.26,33,0.75,1,3,5.01887
345738,1,0,93.8,300,1.05,1,2,5.10093
347736,1,0,91.95,1000,0.75,1,3,5.30278
347737,1,0,93.8,113,1.05,1,2,5.0338
347739,1,0,91.75,153.5,1.05,1,2,5.40521
348707,1,0,90.8,337,1.05,1,2,5.37998
348724,1,0,85.45,1061,0.9,0,1,21.42292
348737,1,0,92.26,10,0.75,1,3,5.26435
348738,1,0,93.8,123.5,1.05,1,2,5.23727
348739,1,0,92.22,69.5,1.05,1,2,5.01933
349708,1,0,90.09,277,0.75,1,3,5.33681
349711,1,0,90.63,194,0.75,1,3,5.26597
349738,1,0,93.85,110,0.75,1,3,5.26481
349739,1,0,92.51,600,0.75,1,3,5.34745
350729,1,0,85.42,200,1.05,1,2,5.14711
350737,1,0,92.91,110,0.9,0,1,21.10718
350738,1,0,93.97,1000,0.75,1,3,5.09317
350739,1,0,92.84,1092,0.75,1,3,5.13935
351708,1,0,90.82,237.1,1.05,1,2,5.05822
351737,1,0,92.91,110,0.9,0,1,11.12269
351738,1,0,93.8,1407,1.05,1,2,5.01192
351739,1,0,92.31,278.5,1.05,1,2,5.37917
352705,1,0,93.25,649,0.9,0,1,10.39352
352726,1,0,85.65154,125,0.75,1,3,5.38796
352738,1,0,93.8,1005,1.05,1,2,5.0684
353710,1,0,89.75,205,1.05,1,2,5.12188
353712,1,0,89.41,700,1.05,1,2,5.18796
353720,1,0,87.9,605,0.9,0,1,21.65544
353736,1,0,91.8,1093,1.05,1,2,5.41227
353738,1,0,93.99,1607,0.75,1,3,5.26829
353739,1,0,91.24,600,0.75,1,3,5.01134
354708,1,0,90.64,1006,0.75,1,3,5.36701
354719,1,0,87.65,505,0.75,1,3,5.06771
354730,1,0,86.65,805,0.75,1,3,5.00347
354736,1,0,91.77,382.7,0.75,1,3,5.16528
354737,1,0,93.35,1615,0.9,0,1,21.97431
354738,1,0,93.8,435,1.05,1,2,5.35266
355708,1,0,90.63614,200,0.75,1,3,5.23819
355712,1,0,89.8,184,0.9,0,1,7.2544
355718,1,0,87.45,22.86,0.75,1,3,5.27083
355736,1,0,91.8,164.01,0.75,1,3,5.0022
355737,1,0,93.35,901,0.9,0,1,12.45185
355738,1,0,93.8,203.5,1.05,1,2,5.15023
356703,1,0,92.47,1006,0.75,1,3,5.17188
356719,1,0,87.2,200,0.9,0,1,29.43947
356725,1,0,85.22,118,0.9,0,1,29.63576
356729,1,0,85.26,185,0.75,1,3,5.27894
356736,1,0,91.9,1506,0.9,0,1,28.73021
356738,1,0,93.52,2008,0.75,1,3,5.40984
357736,1,0,91.59,329,0.75,1,3,5.15162
357737,1,0,93.35,605,0.75,1,3,5.1059
357738,1,0,93.69,268,1.05,1,2,5.11354
358705,1,0,93.47,327,0.75,1,3,5.02118
358713,1,0,90.32,1120,0.75,1,3,5.31088
358714,1,0,89.97,150,0.75,1,3,5.37002
358724,1,0,85.7,262.5,0.75,1,3,5.1184
358736,1,0,91.97,505,0.75,1,3,5.10822
358738,1,0,93.8,325,1.05,1,2,5.07454
358739,1,0,91.45,600,0.9,0,1,9.89549
359718,1,0,87.51,208,0.9,0,1,21.21389
359719,1,0,86.75,350,0.75,1,3,5.18715
359737,1,0,93.88,125,0.75,1,3,5.06007
359738,1,0,93.8,432,1.05,1,2,5.10046
360707,1,0,90.5,120,0.9,0,1,9.41065
360732,1,0,87.47189,1006,1.05,1,2,5.20937
360737,1,0,93.86,112,0.75,1,3,5.3963
360739,1,0,91.9,203.5,1.05,1,2,5.37488
361737,1,0,93.47,125,1.05,1,2,5.16238
362703,1,0,91.86,220,0.9,0,1,22.15255
362714,1,0,89.5,120,0.9,0,1,9.69618
362733,1,0,87.71,293,1.05,1,2,5.09294
362735,1,0,88.62,400,0.75,1,3,5.40475
362736,1,0,91.9,555,0.9,0,1,10.15868
362737,1,0,93.88,113,0.75,1,3,5.41146
362738,1,0,93.63,138.5,0.75,1,3,5.26806
362739,1,0,91.9,332,1.05,1,2,5.40972
363713,1,0,90.38,255,1.05,1,2,5.38657
363714,1,0,89.31,168.5,0.75,1,3,5.07257
363736,1,0,91.9,651.2,0.9,0,1,11.27164
363737,1,0,93.67,219.3,0.75,1,3,5.25637
364708,1,0,90.81,1000,1.05,1,2,5.30475
364723,1,0,86.89,1306,0.75,1,3,5.21262
364727,1,0,83.89,2300,0.9,0,1,29.64468
364737,1,0,92.96,537.88,0.9,0,1,7.27199
365705,1,0,93.64,297,0.75,1,3,5.05197
365707,1,0,90.5,205,0.9,0,1,29.53275
365708,1,0,90.27,700,0.75,1,3,5.12986
365733,1,0,87.47,355,1.05,1,2,5.21829
365737,1,0,93.35,555,0.9,0,1,27.47824
365738,1,0,93.8,1681,1.05,1,2,5.24838
365739,1,0,91.9,550,0.9,0,1,13.85127
366710,1,0,89.75,455,0.9,0,1,12.2912
366733,1,0,87.66,125,0.75,1,3,5.02951
366737,1,0,93.49,2008,0.75,1,3,5.06007
367706,1,0,90.75,405,0.9,0,1,31.94271
367708,1,0,90.5,555,0.9,0,1,15.94178
367710,1,0,89.75,205,0.9,0,1,12.69919
367729,1,0,85.17,263.6,0.75,1,3,5.32245
367733,1,0,87.36,132,0.75,1,3,5.26759
367736,1,0,91.46,275,0.9,0,1,13.96505
367737,1,0,93.57,330,1.05,1,2,5.14884
367739,1,0,91.45,1005,1.05,1,2,5.02384
368706,1,0,90.4,167,0.75,1,3,5.31806
368708,1,0,90.83,1006,0.75,1,3,5.03495
368710,1,0,89.75,1006,0.9,0,1,12.92604
368733,1,0,86.56,232,0.9,0,1,34.42801
368737,1,0,93.35,115,0.9,0,1,19.79317
368738,1,0,93.11,540,0.75,1,3,5.12581
368739,1,0,91.5,505,1.05,1,2,5.37025
369710,1,0,89.75,1006,0.9,0,1,12.98692
369718,1,0,87.95,295,0.9,0,1,31.5765
369728,1,0,84.35,2008,0.75,1,3,5.22604
369733,1,0,86.65,1000,0.9,0,1,14.66528
369736,1,0,91.9,1000,1.05,1,2,5.01875
369739,1,0,91.5,552,1.05,1,2,5.42037
370706,1,0,90.75,1661,0.9,0,1,34.275
370707,1,0,90.93,150,0.9,0,1,29.636
370728,1,0,84.5,1381,0.75,1,3,5.41956
370733,1,0,87.39,931,0.75,1,3,5.03426
370736,1,0,91.46,220,0.9,0,1,34.20324
370737,1,0,93.64,114,0.75,1,3,5.30463
370739,1,0,91.86,388,1.05,1,2,5.10799
371706,1,0,90.75,1661,0.9,0,1,34.30856
371708,1,0,89.9281,190,0.9,0,1,18.58785
371710,1,0,89.75,207,1.05,1,2,5.25926
371728,1,0,85.83,1206,0.9,0,1,7.9485
371733,1,0,86.7582,856,0.9,0,1,18.06412
371738,1,0,92.74,65,0.75,1,3,5.23345
372706,1,0,90.75,1661,0.9,0,1,14.40833
372710,1,0,89.75,177.7,0.9,0,1,28.06088
372722,1,0,87.65,73.5,0.9,0,1,15.10301
372733,1,0,86.7582,120.3,0.9,0,1,8.09132
372734,1,0,88.24,1506,0.9,0,1,10.38067
372736,1,0,91.9,155,0.9,0,1,16.97095
372738,1,0,93.82,111.5,1.05,1,2,5.11215
373706,1,0,90.79,170,0.75,1,3,5.00775
373735,1,0,88.65,1998,0.9,0,1,19.18843
373737,1,0,92.91,430.53,0.9,0,1,30.1625
373739,1,0,90.9,203.5,1.05,1,2,5.40683
374706,1,0,90.64,355,0.75,1,3,5.00417
374733,1,0,87.52,105,0.9,0,1,28.36273
374735,1,0,88.65,1000,0.9,0,1,9.20718
374739,1,0,90.9,153.5,1.05,1,2,5.19954
375703,1,0,92.3,136,0.9,0,1,5.6088
375706,1,0,90.4899,227.5,0.9,0,1,28.52581
375708,1,0,90.6,340,0.75,1,3,5.36898
375737,1,0,93.8,1000,0.75,1,3,5.07222
375738,1,0,92.52,425,0.75,1,3,5.11111
375739,1,0,90.9,118.5,1.05,1,2,5.39606
376703,1,0,92.3,655,1.05,1,2,5.40648
376708,1,0,90.48,1056,1.05,1,2,5.00602
376713,1,0,90.04,1006,0.75,1,3,5.41771
376738,1,0,92.31,100,0.75,1,3,5.1213
377708,1,0,90.3,615,0.9,0,1,19.0625
377713,1,0,90.02,227.2,0.75,1,3,5.10613
377719,1,0,86.81,500,0.9,0,1,30.08646
377720,1,0,87.9,871,0.9,0,1,22.39572
377734,1,0,88.2,141.5,0.75,1,3,5.02512
377737,1,0,92.91,150,0.9,0,1,30.74398
378708,1,0,90.88137,285,0.75,1,3,5.09572
378713,1,0,90.39,255,1.05,1,2,5.30208
378720,1,0,87.94,300,1.05,1,2,5.35926
378736,1,0,91.56,320,0.9,0,1,29.59537
378739,1,0,90.9,103.5,0.75,1,3,5.01632
379713,1,0,90.51,1006,0.75,1,3,5.42234
379720,1,0,87.41,150,0.75,1,3,5.03889
379721,1,0,87.44,155,0.75,1,3,5.025
379736,1,0,91.64,1500,0.75,1,3,5.32292
380704,1,0,94.94,220,0.75,1,3,5.07616
380708,1,0,90.68,405,1.05,1,2,5.33773
380713,1,0,89.86,250,0.75,1,3,5.24456
380720,1,0,87.9,2008,0.75,1,3,5.22419
380726,1,0,85.82,300,0.75,1,3,5.35174
380736,1,0,92.84,600,1.05,1,2,5.19954
380738,1,0,92.85,600,1.05,1,2,5.15613
380739,1,0,90.9,233.5,0.75,1,3,5.23148
381713,1,0,89.3273,150,0.9,0,1,28.25822
381715,1,0,89.91,115,0.75,1,3,5.21829
381718,1,0,87.95,1006,0.9,0,1,11.8956
381720,1,0,87.9,1146,1.05,1,2,5.36632
381726,1,0,85.55,1275,0.9,0,1,33.22176
381737,1,0,93.55,1453,0.75,1,3,5.30729
381738,1,0,92.85,1005,1.05,1,2,5.34306
382709,1,0,90.38,305,0.75,1,3,5.15567
382717,1,0,88.4,800,0.9,0,1,21.02083
382718,1,0,87.95,305,1.05,1,2,5.34375
382720,1,0,87.68,40,0.75,1,3,5.02269
382739,1,0,90.97,223.53,0.75,1,3,5.33773
383715,1,0,89.8144,56,0.9,0,1,21.63125
383718,1,0,87.95,906,0.9,0,1,11.9412
383726,1,0,85.33,235,0.75,1,3,5.34907
383737,1,0,93.56,2008,0.75,1,3,5.33889
383738,1,0,91.86,500,1.05,1,2,5.0044
383739,1,0,91.35,553,1.05,1,2,5.34259
384718,1,0,87.95,1006,0.9,0,1,11.94919
384720,1,0,87.16655,30,0.9,0,1,6.05694
384726,1,0,85.78,471,1.05,1,2,5.08345
384728,1,0,84.9959,500,0.9,0,1,8.77975
384736,1,0,92.1,2008,1.05,1,2,5.19826
385720,1,0,87.21,100,0.75,1,3,5.20694
385726,1,0,85.49,900,0.75,1,3,5.17847
385738,1,0,92.63,109.5,1.05,1,2,5.24225
385739,1,0,91.5,360,0.75,1,3,5.29329
386708,1,0,90.94,1670,0.75,1,3,5.375
386724,1,0,85.45,300,0.9,0,1,34.45174
386733,1,0,87.69,1506,0.75,1,3,5.34711
386737,1,0,93,2151,0.9,0,1,14.83449
387736,1,0,92.32853,1420,0.75,1,3,5.21528
387737,1,0,93.21107,1006,0.75,1,3,5.02755
387739,1,0,91.35,80.13,0.75,1,3,5.21007
388705,1,0,93.25587,700,1.05,1,2,5.25961
388712,1,0,89.16462,560,0.75,1,3,5.15278
388722,1,0,87.3,355,0.9,0,1,18.875
388732,1,0,87.3,806,0.9,0,1,10.7772
388732,1,0,87.61165,806,0.75,1,3,5.11007
388737,1,0,92.77963,216,0.75,1,3,5.39248
389737,1,0,93.35,870,0.9,0,1,8.94201
389739,1,0,91.3214,1100,0.75,1,3,5.08032
390737,1,0,93.35,870,0.9,0,1,28.97477
390739,1,0,92,1963.5,1.05,1,2,5.35637
390739,1,0,92.3303,1963.5,1.05,1,2,5.07824
391710,1,0,89.55334,405,1.05,1,2,5.07407
391726,1,0,85.35,205,0.9,0,1,8.61053
391726,1,0,85.0673,205,1.05,1,2,5.33391
391739,1,0,92,278.5,1.05,1,2,5.39282
392732,1,0,87.3,505,0.9,0,1,20.8816
392736,1,0,92.19692,605,0.75,1,3,5.20231
393706,1,0,90.45,205,0.9,0,1,9.20579
393708,1,0,90.3,1500,0.9,0,1,29.32234
393716,1,0,90.6,1506,0.9,0,1,19.56829
393716,1,0,90.14336,1506,0.75,1,3,5.37431
393736,1,0,92,548.5,0.9,0,1,32.87708
394708,1,0,90.3,1456,0.9,0,1,19.33264
394708,1,0,90.15066,1456,1.05,1,2,5.05845
394736,1,0,91.14,2185,1.05,1,2,5.36667
